protein_id	protein_name	copy_number
BHFGHA_20875	Cu(+)/Ag(+) efflux RND transporter outer membrane channel CusC	1
BHFGHA_20880	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone CusF	1
BHFGHA_20885	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit CusB	1
BHFGHA_20890	Cu(+)/Ag(+) efflux RND transporter permease subunit CusA	1
BHFGHA_20895	phenylalanine transporter	1
BHFGHA_20900	mechanosensitive ion channel YbdG	1
BHFGHA_20905	oxygen-insensitive NAD(P)H nitroreductase NfsB	1
BHFGHA_20910	MmcQ/YjbR family DNA-binding protein	1
BHFGHA_20915	Uncharacterized protein YbdJ	1
BHFGHA_20920	YbdK family carboxylate-amine ligase	1
BHFGHA_20930	Hok/gef family protein	1
BHFGHA_20940	type I toxin-antitoxin system toxin HokE	1
BHFGHA_20945	SDR family oxidoreductase	1
BHFGHA_20950	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	1
BHFGHA_20955	Ribose ABC transporter permease RbsC	1
BHFGHA_20960	ATP-binding cassette domain-containing protein	1
BHFGHA_20965	Lipoprotein	1
BHFGHA_20970	ABC-type sugar transport system, periplasmic component, contains N-terminal xre family HTH domain	1
BHFGHA_20975	Glycerol kinase 2 (ATP:glycerol 3-phosphotransferase 2) (Glycerokinase 2) (GK 2)	1
BHFGHA_20980	DNA-binding transcriptional regulator LsrR, DeoR family	1
BHFGHA_20985	Transketolase	1
BHFGHA_20990	Transketolase	1
BHFGHA_21000	ferrienterobactin outer membrane transporter	1
BHFGHA_21005	enterobactin/ferric enterobactin esterase	1
BHFGHA_21010	Enterobactin biosynthesis protein YbdZ	1
BHFGHA_21015	enterobactin synthase multienzyme complex component, ATP-dependent	1
BHFGHA_21020	LPS O-antigen length regulator	1
BHFGHA_21025	ferrienterobactin ABC transporter ATPase	1
BHFGHA_21030	iron-enterobactin ABC transporter permease	1
BHFGHA_21035	ferrienterobactin ABC transporter permease	1
BHFGHA_21040	enterobactin exporter, iron-regulated	1
BHFGHA_21045	ferrienterobactin ABC transporter periplasmic binding protein	1
BHFGHA_21050	isochorismate synthase 1	1
BHFGHA_21055	(2,3-dihydroxybenzoyl)adenylate synthase EntE	1
BHFGHA_21060	enterobactin biosynthesis bifunctional isochorismatase/aryl carrier protein EntB	1
BHFGHA_21065	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase EntA	1
BHFGHA_21070	proofreading thioesterase EntH	1
BHFGHA_21075	pyruvate/proton symporter CstA	1
BHFGHA_21080	Uncharacterized protein YbdD	1
BHFGHA_21085	hydroxycarboxylate dehydrogenase HcxA	1
BHFGHA_21090	methionine-oxo-acid transaminase	1
BHFGHA_21095	ParB/Sulfiredoxin domain-containing protein	1
BHFGHA_21100	Uncharacterized protein YbdN	1
BHFGHA_21105	Hypothetical transcriptional regulator ybdO	1
BHFGHA_21110	thiol:disulfide interchange protein DsbG	1
BHFGHA_21115	alkyl hydroperoxide reductase subunit C	1
BHFGHA_21120	Alkyl hydroperoxide reductase subunit F	1
BHFGHA_21125	universal stress protein UspG	1
BHFGHA_21130	small membrane protein YldA	1
BHFGHA_21135	nucleoside diphosphate kinase regulator	1
BHFGHA_21140	ribonuclease I	1
BHFGHA_21145	citrate/succinate antiporter CitT	1
BHFGHA_21150	triphosphoribosyl-dephospho-CoA synthase CitG	1
BHFGHA_21155	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase	1
BHFGHA_21160	citrate lyase subunit alpha	1
BHFGHA_21165	citrate (pro-3S)-lyase subunit beta	1
BHFGHA_21170	citrate lyase acyl carrier protein 1	1
BHFGHA_21175	[citrate (pro-3S)-lyase] ligase	1
BHFGHA_21180	sensor histidine kinase DpiB	1
BHFGHA_21185	two-component response regulator DpiA	1
BHFGHA_21190	anaerobic C4-dicarboxylate transporter DcuC	1
BHFGHA_21195	lipid IV(A) palmitoyltransferase PagP	1
BHFGHA_21200	transcription antiterminator/RNA stability regulator CspE	1
BHFGHA_21205	fluoride efflux transporter CrcB	1
BHFGHA_21210	deaminated glutathione amidase	1
BHFGHA_21215	deaminated glutathione amidase	1
BHFGHA_21220	lipoyl synthase	1
BHFGHA_21225	Transcriptional regulator	1
BHFGHA_21230	lipoyl(octanoyl) transferase LipB	1
BHFGHA_21235	DUF493 domain-containing protein	1
BHFGHA_21240	D-alanyl-D-alanine carboxypeptidase DacA	1
BHFGHA_21245	endolytic peptidoglycan transglycosylase RlpA	1
BHFGHA_21250	peptidoglycan glycosyltransferase MrdB	1
BHFGHA_21255	peptidoglycan DD-transpeptidase MrdA	1
BHFGHA_21260	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	1
BHFGHA_21265	ribosome silencing factor	1
BHFGHA_21270	adenosylcobalamin/alpha-ribazole phosphatase	1
BHFGHA_21275	nicotinate-nucleotide adenylyltransferase	1
BHFGHA_21280	DNA polymerase III subunit delta	1
BHFGHA_21285	LPS assembly lipoprotein LptE	1
BHFGHA_21290	leucine--tRNA ligase	1
BHFGHA_21295	zinc ribbon-containing protein	1
BHFGHA_21300	pyrimidine-specific ribonucleoside hydrolase RihA	1
BHFGHA_21305	glutamate/aspartate ABC transporter ATP-binding protein GltL	1
BHFGHA_21310	glutamate/aspartate ABC transporter permease GltK	1
BHFGHA_21315	glutamate/aspartate ABC transporter permease GltJ	1
BHFGHA_21325	glutamate/aspartate ABC transporter substrate-binding protein GltI	1
BHFGHA_21330	Peptidase, S54 (Rhomboid) family	1
BHFGHA_21335	apolipoprotein N-acyltransferase	1
BHFGHA_21340	CNNM family magnesium/cobalt transport protein CorC	1
BHFGHA_21345	rRNA maturation RNase YbeY	1
BHFGHA_21350	PhoH-like protein	1
BHFGHA_21355	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	1
BHFGHA_21360	3-demethoxyubiquinol 3-hydroxylase	1
BHFGHA_21400	asparagine synthase B	1
BHFGHA_21405	ribonucleotide monophosphatase NagD	1
BHFGHA_21410	DNA-binding transcriptional regulator NagC	1
BHFGHA_21415	N-acetylglucosamine-6-phosphate deacetylase	1
BHFGHA_21420	glucosamine-6-phosphate deaminase	1
BHFGHA_21425	PTS N-acetyl glucosamine transporter subunit IIABC	1
BHFGHA_21430	Anion permease	1
BHFGHA_21435	Hypthetical protein	1
BHFGHA_21440	Sialidase domain-containing protein	1
BHFGHA_21445	TerC family protein	1
BHFGHA_21450	Dihydrodipicolinate synthase	1
BHFGHA_21455	Iron-containing alcohol dehydrogenase	1
BHFGHA_21460	YgbK domain protein	1
BHFGHA_21465	D-threonate 4-phosphate dehydrogenase	1
BHFGHA_21470	DeoR family transcriptional regulator	1
BHFGHA_21475	glutamine--tRNA ligase	1
BHFGHA_21480	chitoporin	1
BHFGHA_21485	Uncharacterized lipoprotein ChiQ	1
BHFGHA_21490	ferric iron uptake transcriptional regulator	1
BHFGHA_21495	fur leader peptide	1
BHFGHA_21500	flavodoxin FldA	1
BHFGHA_21505	LexA regulated protein	1
BHFGHA_21510	esterase	1
BHFGHA_21515	replication initiation negative regulator SeqA	1
BHFGHA_21520	phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)	1
BHFGHA_21525	putrescine-ornithine antiporter	1
BHFGHA_21530	ornithine decarboxylase SpeF	1
BHFGHA_21535	two-component system response regulator KdpE	1
BHFGHA_21540	two-component system sensor histidine kinase KdpD	1
BHFGHA_21545	K(+)-transporting ATPase subunit C	1
BHFGHA_21550	potassium-transporting ATPase subunit KdpB	1
BHFGHA_21555	potassium-transporting ATPase subunit KdpA	1
BHFGHA_21560	Uncharacterized protein YbfA	1
BHFGHA_21565	DUF1722 domain-containing protein	1
BHFGHA_21570	deoxyribodipyrimidine photo-lyase	1
BHFGHA_21575	dipeptide permease DtpD	1
BHFGHA_21580	radiation resistance protein YbgI	1
BHFGHA_21585	5-oxoprolinase subunit PxpB	1
BHFGHA_21590	5-oxoprolinase subunit PxpC	1
BHFGHA_21595	5-oxoprolinase subunit PxpA	1
BHFGHA_21600	endonuclease VIII	1
BHFGHA_21605	Putative regulator AbrB	1
BHFGHA_21610	Fimbrial-like adhesin protein	1
BHFGHA_21615	citrate synthase	1
BHFGHA_21620	Protein YbgU	1
BHFGHA_21625	succinate dehydrogenase cytochrome b556 subunit	1
BHFGHA_21630	succinate dehydrogenase membrane anchor subunit	1
BHFGHA_21635	succinate dehydrogenase flavoprotein subunit	1
BHFGHA_21640	succinate dehydrogenase iron-sulfur subunit SdhB	1
BHFGHA_21660	2-oxoglutarate dehydrogenase E1 component	1
BHFGHA_21665	2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase	1
BHFGHA_21670	ADP-forming succinate--CoA ligase subunit beta	1
BHFGHA_21675	succinate--CoA ligase subunit alpha	1
BHFGHA_21680	TPR domain-containing protein	1
BHFGHA_21685	hypothetical protein	1
BHFGHA_21690	cytochrome ubiquinol oxidase subunit I	1
BHFGHA_21695	cytochrome d ubiquinol oxidase subunit II	1
BHFGHA_21700	cytochrome bd-I oxidase subunit CydX	1
BHFGHA_21705	cyd operon protein YbgE	1
BHFGHA_21710	tol-pal system-associated acyl-CoA thioesterase	1
BHFGHA_21715	Tol-Pal system protein TolQ	1
BHFGHA_21720	colicin uptake protein TolR	1
BHFGHA_21725	cell envelope integrity protein TolA	1
BHFGHA_21730	Tol-Pal system protein TolB	1
BHFGHA_21735	peptidoglycan-associated lipoprotein Pal	1
BHFGHA_21740	cell division protein CpoB	1
BHFGHA_21780	quinolinate synthase NadA	1
BHFGHA_21785	nicotinamide riboside transporter PnuC	1
BHFGHA_21790	CDF family zinc transporter ZitB	1
BHFGHA_21795	Uncharacterized protein YbgS	1
BHFGHA_21800	3-deoxy-7-phosphoheptulonate synthase AroG	1
BHFGHA_21805	2,3-diphosphoglycerate-dependent phosphoglycerate mutase	1
BHFGHA_21810	galactose-1-epimerase	1
BHFGHA_21815	galactokinase	1
BHFGHA_21820	galactose-1-phosphate uridylyltransferase	1
BHFGHA_21825	galactose-1-phosphate uridylyltransferase	1
BHFGHA_21830	molybdate ABC transporter ATP-binding protein ModF	1
BHFGHA_21835	molybdenum-dependent transcriptional regulator	1
BHFGHA_21840	multidrug efflux pump accessory protein AcrZ	1
BHFGHA_21845	molybdate ABC transporter substrate-binding protein	1
BHFGHA_21850	molybdate ABC transporter permease subunit	1
BHFGHA_21855	molybdenum ABC transporter ATP-binding protein ModC	1
BHFGHA_21860	bifunctional pyridoxal phosphate/fructose-1,6-bisphosphate phosphatase	1
BHFGHA_21865	6-phosphogluconolactonase	1
BHFGHA_21870	Uncharacterized HTH-type transcriptional regulator YbhD	1
BHFGHA_21875	4-oxalomesaconate tautomerase	1
BHFGHA_21880	Inner membrane protein YbhI	1
BHFGHA_21885	hydratase	1
BHFGHA_21890	putative acyl-CoA thioester hydrolase	1
BHFGHA_21895	kinase inhibitor	1
BHFGHA_21900	IS200/IS605 family element transposase accessory protein TnpB	1
BHFGHA_21905	adenosylmethionine--8-amino-7-oxononanoate transaminase	1
BHFGHA_21910	8-amino-7-oxononanoate synthase	1
BHFGHA_21915	8-amino-7-oxononanoate synthase	1
BHFGHA_21920	malonyl-ACP O-methyltransferase BioC	1
BHFGHA_21925	dethiobiotin synthase	1
BHFGHA_21930	excinuclease ABC subunit UvrB	1
BHFGHA_21935	Putative gluconeogenesis factor	1
BHFGHA_21940	GTP 3',8-cyclase MoaA	1
BHFGHA_21945	molybdenum cofactor biosynthesis protein B	1
BHFGHA_21950	cyclic pyranopterin monophosphate synthase MoaC	1
BHFGHA_21955	molybdopterin synthase sulfur carrier subunit	1
BHFGHA_21960	molybdopterin synthase catalytic subunit MoaE	1
BHFGHA_21965	Inner membrane protein YbhL	1
BHFGHA_21970	BAX inhibitor (BI)-1/YccA family protein	1
BHFGHA_21975	Inner membrane protein YbhN	1
BHFGHA_21980	cardiolipin synthase ClsB	1
BHFGHA_21985	Uncharacterized protein YbhP	1
BHFGHA_21990	Inner membrane protein YbhQ	1
BHFGHA_21995	putative multidrug ABC transporter permease YbhR	1
BHFGHA_22000	putative multidrug ABC transporter permease YbhS	1
BHFGHA_22005	LPS export ABC transporter ATP-binding protein	1
BHFGHA_22010	secretion protein HlyD	1
BHFGHA_22015	DNA-binding transcriptional regulator CecR	1
BHFGHA_22020	ATP-dependent RNA helicase RhlE	1
BHFGHA_22025	ATP-dependent DNA helicase DinG	1
BHFGHA_22030	DNA-binding protein YbiB	1
BHFGHA_22035	hydroxycarboxylate dehydrogenase HcXB	1
BHFGHA_22040	Protein YbiE	1
BHFGHA_22050	DUF1471 domain-containing protein	1
BHFGHA_22055	C4-type zinc finger protein YbiI	1
BHFGHA_22060	PKHD-type hydroxylase YbiX	1
BHFGHA_22065	catecholate siderophore receptor Fiu	1
BHFGHA_22070	DUF1471 domain-containing protein	1
BHFGHA_22075	23S rRNA (adenine(1618)-N(6))-methyltransferase RlmF	1
BHFGHA_22080	mechanosensitive channel protein	1
BHFGHA_22085	glutamine ABC transporter ATP-binding protein GlnQ	1
BHFGHA_22090	glutamine ABC transporter permease GlnP	1
BHFGHA_22095	glutamine ABC transporter substrate-binding protein GlnH	1
BHFGHA_22100	DNA starvation/stationary phase protection protein Dps	1
BHFGHA_22105	threonine/homoserine exporter RhtA	1
BHFGHA_22110	Protein YliM	1
BHFGHA_22115	Outer membrane protein X	1
BHFGHA_22120	phosphoethanolamine transferase	1
BHFGHA_22125	manganase accumulation protein MntS	1
BHFGHA_22130	manganese-binding transcriptional regulator MntR	1
BHFGHA_22135	Inner membrane protein YbiR	1
BHFGHA_22140	L,D-transpeptidase	1
BHFGHA_22145	ABC-F family ATPase	1
BHFGHA_22150	sugar-phosphatase YbiV	1
BHFGHA_22155	putative dehydratase YbiW	1
BHFGHA_22160	Putative pyruvate formate-lyase 3-activating enzyme	1
BHFGHA_22165	fructose-6-phosphate aldolase	1
BHFGHA_22170	molybdopterin-synthase adenylyltransferase MoeB	1
BHFGHA_22175	molybdopterin molybdotransferase MoeA	1
BHFGHA_22180	beta-aspartyl-peptidase	1
BHFGHA_22185	glutathione ABC transporter ATP-binding protein GsiA	1
BHFGHA_22190	glutathione ABC transporter substrate-binding protein GsiB	1
BHFGHA_22195	glutathione ABC transporter permease GsiC	1
BHFGHA_22200	glutathione ABC transporter permease GsiD	1
BHFGHA_22205	putative cyclic di-GMP phosphodiesterase PdeI	1
BHFGHA_22210	putative diguanylate cyclase DgcI	1
BHFGHA_22215	30S ribosomal protein S12 methylthiotransferase RimO	1
BHFGHA_22220	biofilm formation regulator BssR	1
BHFGHA_22225	aldose sugar dehydrogenase YliI	1
BHFGHA_22230	glutathione S-transferase GstB	1
BHFGHA_22235	serine-type D-Ala-D-Ala carboxypeptidase	1
BHFGHA_22240	DNA-binding transcriptional repressor DeoR	1
BHFGHA_22245	undecaprenyl-diphosphate phosphatase	1
BHFGHA_22250	multidrug efflux MFS transporter MdfA	1
BHFGHA_22255	Uncharacterized protein YbjH	1
BHFGHA_22260	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	1
BHFGHA_22265	Inner membrane protein YbjJ	1
BHFGHA_22270	DNA-binding transcriptional regulator RcdA	1
BHFGHA_22280	aspartate:alanine antiporter	1
BHFGHA_22285	Inner membrane protein YbjM	1
BHFGHA_22290	glutaredoxin 1	1
BHFGHA_22295	Uncharacterized protein YbjC	1
BHFGHA_22300	nitroreductase NfsA	1
BHFGHA_22305	30S ribosomal protein S6--L-glutamate ligase	1
BHFGHA_22310	Uncharacterized protein YbjN	1
BHFGHA_22315	spermidine/putrescine ABC transporter substrate-binding protein PotF	1
BHFGHA_22320	putrescine ABC transporter ATP-binding subunit PotG	1
BHFGHA_22325	putrescine ABC transporter permease PotH	1
BHFGHA_22330	putrescine ABC transporter permease PotI	1
BHFGHA_22335	Inner membrane protein YbjO	1
BHFGHA_22340	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC	1
BHFGHA_22345	ABC transporter substrate-binding protein ArtJ	1
BHFGHA_22350	arginine ABC transporter permease ArtM	1
BHFGHA_22355	arginine ABC transporter permease ArtQ	1
BHFGHA_22360	arginine ABC transporter substrate-binding protein ArtI	1
BHFGHA_22365	arginine ABC transporter ATP-binding protein ArtP	1
BHFGHA_22370	lipoprotein	1
BHFGHA_22375	UPF0145 protein YbjQ	1
BHFGHA_22380	N-acetylmuramoyl-L-alanine amidase AmiD	1
BHFGHA_22385	Uncharacterized protein YbjS	1
BHFGHA_22390	Putative NAD(P)-binding protein YbjT	1
BHFGHA_22395	low-specificity L-threonine aldolase	1
BHFGHA_22400	ubiquinone-dependent pyruvate dehydrogenase	1
BHFGHA_22405	NADH oxidoreductase	1
BHFGHA_22410	hydroxylamine reductase	1
BHFGHA_22415	L-lysine exporter LysO	1
BHFGHA_22420	aquaporin Z	1
BHFGHA_22425	Uncharacterized protein YbjD	1
BHFGHA_22430	Uncharacterized protein YbjX	1
BHFGHA_22435	macrolide transporter subunit MacA	1
BHFGHA_22440	macrolide ABC transporter ATP-binding protein/permease MacB	1
BHFGHA_22445	cold shock-like protein CspD	1
BHFGHA_22450	Protein YljB	1
BHFGHA_22455	ATP-dependent Clp protease adapter ClpS	1
BHFGHA_22460	ATP-dependent Clp protease ATP-binding subunit ClpA	1
BHFGHA_22470	translation initiation factor IF-1	1
BHFGHA_22475	leucyl/phenylalanyl-tRNA--protein transferase	1
BHFGHA_22480	cysteine/glutathione ABC transporter ATP-binding protein/permease CydC	1
BHFGHA_22485	cysteine/glutathione ABC transporter permease/ATP-binding protein CydD	1
BHFGHA_22490	thioredoxin-disulfide reductase	1
BHFGHA_22495	leucine-responsive transcriptional regulator Lrp	1
BHFGHA_22500	DNA translocase FtsK	1
BHFGHA_22505	outer membrane lipoprotein chaperone LolA	1
BHFGHA_22510	replication-associated recombination protein RarA	1
BHFGHA_22515	serine--tRNA ligase	1
BHFGHA_22525	dimethylsulfoxide reductase subunit A	1
BHFGHA_22530	DMSO/selenate family reductase complex B subunit	1
BHFGHA_22535	dimethyl sulfoxide reductase anchor subunit DmsC	1
BHFGHA_22540	isochorismate family cysteine hydrolase YcaC	1
BHFGHA_22545	MFS transporter	1
BHFGHA_22550	pyruvate formate lyase 1-activating protein	1
BHFGHA_22555	formate C-acetyltransferase	1
BHFGHA_22560	formate transporter FocA	1
BHFGHA_22565	30S ribosomal protein S12 methylthiotransferase accessory factor YcaO	1
BHFGHA_22570	UPF0702 transmembrane protein YcaP	1
BHFGHA_22575	3-phosphoserine/phosphohydroxythreonine transaminase	1
BHFGHA_22580	3-phosphoshikimate 1-carboxyvinyltransferase	1
BHFGHA_22585	metallopeptidase YcaL	1
BHFGHA_22590	(d)CMP kinase	1
BHFGHA_22595	30S ribosomal protein S1	1
BHFGHA_22600	integration host factor subunit beta	1
BHFGHA_22605	ComEC family protein	1
BHFGHA_22610	lipid A ABC transporter ATP-binding protein/permease MsbA	1
BHFGHA_22615	tetraacyldisaccharide 4'-kinase	1
BHFGHA_22620	Uncharacterized protein YcaQ	1
BHFGHA_22625	protein YcaR	1
BHFGHA_22630	3-deoxy-manno-octulosonate cytidylyltransferase	1
BHFGHA_22635	Uncharacterized protein YcbJ	1
BHFGHA_22640	envelope biogenesis factor ElyC	1
BHFGHA_22645	tRNA uridine 5-oxyacetic acid(34) methyltransferase CmoM	1
BHFGHA_22650	chromosome partition protein MukF	1
BHFGHA_22655	chromosome partition protein MukE	1
BHFGHA_22660	chromosome partition protein MukB	1
BHFGHA_22665	L,D-transpeptidase	1
BHFGHA_22670	Uncharacterized protein YcbK	1
BHFGHA_22675	hydroxyacylglutathione hydrolase GloC	1
BHFGHA_22680	aspartate transaminase	1
BHFGHA_22685	porin OmpF	1
BHFGHA_22690	asparagine--tRNA ligase	1
BHFGHA_22695	nicotinate phosphoribosyltransferase	1
BHFGHA_22700	aminopeptidase N	1
BHFGHA_22710	aliphatic sulfonates ABC transporter ATP-binding protein	1
BHFGHA_22715	aliphatic sulfonate ABC transporter permease SsuC	1
BHFGHA_22720	FMNH2-dependent alkanesulfonate monooxygenase	1
BHFGHA_22725	aliphatic sulfonate ABC transporter substrate-binding protein SsuA	1
BHFGHA_22730	NADPH-dependent FMN reductase	1
BHFGHA_22735	quinone-dependent dihydroorotate dehydrogenase	1
BHFGHA_22740	cell division protein ZapC	1
BHFGHA_22745	6-N-hydroxylaminopurine resistance protein YcbX	1
BHFGHA_22750	bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL	1
BHFGHA_22755	ABC transporter ATP-binding protein	1
BHFGHA_22760	membrane integrity-associated transporter subunit PqiA	1
BHFGHA_22765	intermembrane transport protein PqiB	1
BHFGHA_22770	membrane integrity-associated transporter subunit PqiC	1
BHFGHA_22775	ribosome modulation factor	1
BHFGHA_22780	bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase	1
BHFGHA_22785	Putative Lon protease-like protein	1
BHFGHA_22790	macrodomain Ter protein MatP	1
BHFGHA_22795	outer membrane protein A	1
BHFGHA_22800	SOS-induced cell division inhibitor SulA	1
BHFGHA_22805	CRP-S regulon transcriptional coactivator Sxy	1
BHFGHA_22810	Inner membrane protein YccS	1
BHFGHA_22815	YccF domain-containing protein	1
BHFGHA_22820	DNA helicase IV	1
BHFGHA_22825	methylglyoxal synthase	1
BHFGHA_22830	DUF2057 domain-containing protein	1
BHFGHA_22835	Uncharacterized protein YccU	1
BHFGHA_22840	heat shock protein HspQ	1
BHFGHA_22845	23S rRNA (cytosine(1962)-C(5))-methyltransferase RlmI	1
BHFGHA_22850	acylphosphatase	1
BHFGHA_22855	sulfurtransferase TusE	1
BHFGHA_22860	FtsH protease modulator YccA	1
BHFGHA_22870	hydrogenase 1 small subunit	1
BHFGHA_22875	Ni/Fe-hydrogenase large subunit	1
BHFGHA_22880	Ni/Fe-hydrogenase b-type cytochrome subunit	1
BHFGHA_22885	hydrogenase 1 maturation protease	1
BHFGHA_22890	hydrogenase-1 operon protein HyaE	1
BHFGHA_22895	Hydrogenase expression/formation protein	1
BHFGHA_22900	cytochrome bd-II oxidase subunit 1	1
BHFGHA_22905	cytochrome d ubiquinol oxidase subunit II	1
BHFGHA_22910	cytochrome bd-II oxidase subunit CbdX	1
BHFGHA_22915	bifunctional acid phosphatase/4-phytase	1
BHFGHA_22920	cold shock protein CspG	1
BHFGHA_22925	Protein GnsA	1
BHFGHA_22930	Putative electron transport protein YccM	1
BHFGHA_22935	TMAO reductase system sensor histidine kinase/response regulator TorS	1
BHFGHA_22940	TMAO reductase system periplasmic protein TorT	1
BHFGHA_22945	two-component system response regulator TorR	1
BHFGHA_22950	pentaheme c-type cytochrome TorC	1
BHFGHA_22955	trimethylamine-N-oxide reductase TorA	1
BHFGHA_22960	molecular chaperone TorD	1
BHFGHA_22980	chaperone modulator CbpM	1
BHFGHA_22985	curved DNA-binding protein	1
BHFGHA_22990	bifunctional glucose-1-phosphatase/inositol phosphatase	1
BHFGHA_22995	Uncharacterized protein YccJ	1
BHFGHA_23000	NAD(P)H:quinone oxidoreductase	1
BHFGHA_23005	Uncharacterized protein YmdF	1
BHFGHA_23010	pyrimidine utilization transport protein G	1
BHFGHA_23015	pyrimidine utilization flavin reductase protein F	1
BHFGHA_23020	malonic semialdehyde reductase	1
BHFGHA_23025	pyrimidine utilization protein D	1
BHFGHA_23030	pyrimidine utilization protein C	1
BHFGHA_23035	peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB	1
BHFGHA_23040	pyrimidine utilization protein A	1
BHFGHA_23045	HTH-type transcriptional regulator RutR	1
BHFGHA_23050	trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase	1
BHFGHA_23055	Secreted protein	1
BHFGHA_23060	sodium/proline symporter PutP	1
BHFGHA_23065	iron uptake transporter permease EfeU	1
BHFGHA_23070	iron uptake system protein EfeO	1
BHFGHA_23075	iron uptake transporter deferrochelatase/peroxidase subunit	1
BHFGHA_23080	phosphate starvation-inducible protein PhoH	1
BHFGHA_23090	poly-beta-1,6-N-acetyl-D-glucosamine biosynthesis protein PgaD	1
BHFGHA_23095	poly-beta-1,6-N-acetyl-D-glucosamine synthase	1
BHFGHA_23100	poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase PgaB	1
BHFGHA_23105	poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA	1
BHFGHA_23110	putative diguanylate cyclase DgcT	1
BHFGHA_23120	glyoxylate/hydroxypyruvate reductase GhrA	1
BHFGHA_23125	zinc-binding phosphatase	1
BHFGHA_23130	molecular chaperone YcdY	1
BHFGHA_23135	Inner membrane protein YcdZ	1
BHFGHA_23140	curli production assembly/transport protein CsgG	1
BHFGHA_23145	curli production assembly/transport protein CsgF	1
BHFGHA_23150	curli production assembly/transport protein CsgE	1
BHFGHA_23155	transcriptional regulator CsgD	1
BHFGHA_23165	curli minor subunit CsgB	1
BHFGHA_23170	curli major subunit CsgA	1
BHFGHA_23175	curli assembly protein CsgC	1
BHFGHA_23180	Type 1 fimbrial protein	1
BHFGHA_23185	O-acetyl-ADP-ribose deacetylase	1
BHFGHA_23190	cardiolipin synthase ClsC	1
BHFGHA_23195	glucans biosynthesis protein MdoC	1
BHFGHA_23200	glucans biosynthesis protein MdoG	1
BHFGHA_23205	glucans biosynthesis glucosyltransferase MdoH	1
BHFGHA_23215	YceK/YidQ family lipoprotein	1
BHFGHA_23220	MysB family protein	1
BHFGHA_23225	multidrug efflux MFS transporter MdtG	1
BHFGHA_23230	kdo(2)-lipid IV(A) lauroyltransferase	1
BHFGHA_23235	rhodanese-related sulfurtransferase	1
BHFGHA_23240	YceI family protein	1
BHFGHA_23245	Cytochrome b561-like protein	1
BHFGHA_23250	Uncharacterized protein YceO	1
BHFGHA_23255	N-methyl-L-tryptophan oxidase	1
BHFGHA_23260	biofilm formation regulator BssS	1
BHFGHA_23265	multidrug efflux MFS transporter MdtH	1
BHFGHA_23270	dihydroorotase	1
BHFGHA_23275	lipoprotein	1
BHFGHA_23280	glutaredoxin 2	1
BHFGHA_23285	multidrug efflux MFS transporter MdtH	1
BHFGHA_23290	ribosomal protein S5-alanine N-acetyltransferase	1
BHFGHA_23295	UPF0502 protein YceH	1
BHFGHA_23300	Putative oxidoreductase YceM	1
BHFGHA_23305	murein biosynthesis integral membrane protein MurJ	1
BHFGHA_23310	flagella biosynthesis chaperone FlgN	1
BHFGHA_23315	flagellar biosynthesis anti-sigma factor FlgM	1
BHFGHA_23320	Flagella basal body P-ring formation protein FlgA	1
BHFGHA_23325	flagellar basal body rod protein FlgB	1
BHFGHA_23330	flagellar basal body rod protein FlgB	1
BHFGHA_23335	flagellar hook assembly protein FlgD	1
BHFGHA_23340	flagellar hook protein FlgE	1
BHFGHA_23345	flagellar basal-body rod protein FlgF	1
BHFGHA_23350	flagellar basal-body rod protein FlgG	1
BHFGHA_23355	flagellar basal body L-ring protein FlgH	1
BHFGHA_23360	flagellar basal body P-ring protein FlgI	1
BHFGHA_23365	flagellar assembly peptidoglycan hydrolase FlgJ	1
BHFGHA_23370	flagellar hook-associated protein FlgK	1
BHFGHA_23375	flagellar hook-associated protein FlgL	1
BHFGHA_23380	ribonuclease E	1
BHFGHA_23385	23S rRNA pseudouridine(955/2504/2580) synthase RluC	1
BHFGHA_23390	7-methyl-GTP pyrophosphatase	1
BHFGHA_23400	23S rRNA accumulation protein YceD	1
BHFGHA_23405	50S ribosomal protein L32	1
BHFGHA_23410	phosphate acyltransferase PlsX	1
BHFGHA_23415	beta-ketoacyl-ACP synthase III	1
BHFGHA_23420	ACP S-malonyltransferase	1
